OBJECTID,CATAREA,CUM_AREA,nzsegment,LENGTHDOWN,Headwater,Hydseq,StreamOrde,euclid_dis,upElev,downElev,upcoordX,downcoordX,downcoordY,upcoordY,sinuosity,nzreach_re,headw_dist,segslpmean,LID,reachtype,FROM_NODE,TO_NODE,Shape_Leng,Shape_Le_1,FLOWDIR,REGC2017,REGC2017_N,AREA_SQ_KM,LAND_SQ_KM,BioR__OBJE,BioR__BioR,BioR__Hect,BioR__Glob,BioR__Bi_1,BioR__SHAP,BioR__SH_1,EcoD_OBJEC,EcoD_ECOLO,EcoD_ECO_1,EcoD_ECO_2,EcoD_SHAPE,EcoD_SHA_1,name_2,RID,NAME,REG_COUNCL,CLASS,SUBCLASS,NZTM_N,NZTM_E,WIDTH_OF_M,SHLN_PERIM,SURFC_AREA,INTRTDL_AR,MEAN_DEPTH,TOTAL_VOL,TDAL_RANGE,TDAL_PRISM,CATCHMT_AR,R_INFL_VOL,n,distance,feature_x,feature_y,nearest_x,nearest_y
"581247",61467.808730241420562,471294304.000000000000000,"15312485",0.000000000000000,"0","580796","5",136.937942149000008,9.944632530210001,3.188162088390000,1142610.174300000071526,1142625.504900000058115,4862008.484500000253320,4862143.746199999935925,1.124418828790000,"15057496","56030",2.824664209900000,"0","0","591837","591874",153.975600528999991,153.975600528690990,"1","15",Southland Region,55238.06039180000,31194.94615960000,"419",Fiordland,"1024660",{54DD06BD-32EF-4F82-AB23-AF3C5EA17F41},Fiordland,2340525.543295336421579,10246596908.780487060546875,"619","77.01",Waitutu,Te Wae Wae,135588.598326159524731,-591132655.586796522140503,Waitutu River,"119",no-match,ES,5. Freshwater river mouth,,4863702.860999999567866,1131489.041999999899417,442.000000000000000,26014.000000000000000,5491384.000000000000000,0.000000000000000,7.000000000000000,38038249.000000000000000,2.000000000000000,10688413.000000000000000,147.000000000000000,910390.000000000116415,"1",11264.622292228694278,1142625.504900000058115,4862008.484500000253320,1131489.042114257812500,4863702.861083984375000
"583704",67687.398199826420750,230098432.000000029802322,"15314918",0.000000000000000,"0","583424","5",162.249807395999994,0.633950412273000,1.308775424960000,1227378.027199999662116,1227288.202400000067428,4854381.729099999181926,4854517.115799999795854,1.063286840100000,"15059174","43703",0.238301768336000,"0","0","594317","594353",172.518085012999990,172.518085012835911,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"620","78.01",Southland Plains,Makarewa,250696.259822966414504,-2671124280.184489250183105,Waimatuku Stream,"120",no-match,ES,4. Beach stream,7A. Permanently open,4854024.697999999858439,1217099.922999999951571,202.000000000000000,31928.000000000000000,6697056.000000000000000,66.000000000000000,2.000000000000000,14697352.000000000000000,2.300000000000000,10151391.000000000000000,1570.000000000000000,2436035.000000000000000,"1",10194.533157676269184,1227288.202400000067428,4854381.729099999181926,1217099.923095702892169,4854024.698120117187500
"585364",97442.913810768281110,225733072.000000000000000,"15316514",0.000000000000000,"0","585199","5",15.033296378399999,1.654603600500000,1.609667658810000,1241659.483999999938533,1241659.517900000093505,4848856.559899999760091,4848871.578700000420213,0.999038260249000,"15060218","40718",0.171262043617000,"0","0","596077","596078",15.018838259700001,15.018838259660397,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"620","78.01",Southland Plains,Makarewa,250696.259822966414504,-2671124280.184489250183105,Waihopai River,"121",New River (Oreti) Estuary,ES,8. Shallow drowned valley,,4838936.989000000059605,1237255.524999999674037,1141.000000000000000,137604.000000000000000,39823925.000000000000000,42.000000000000000,2.000000000000000,60268976.999999992549419,2.200000000000000,69607863.000000000000000,3948.000000000000000,6536643.000000000000000,"1",10853.250115454558909,1241659.517900000093505,4848856.559899999760091,1237255.525085449218750,4838936.989074707031250
"587631",489898.591665105603170,62734920.000000000000000,"15318607",0.000000000000000,"0","588584","5",930.373043462000055,6.916639328000000,0.734191119671000,1243813.943600000115111,1243526.523300000000745,4840270.190900000743568,4839384.775999999605119,1.106183282560000,"15061463","17694",0.380732336034000,"0","0","598372","598373",1029.163107220000029,1029.163107218296773,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"627","78.02",Waituna,Makarewa,217672.220896388316760,-494706612.866169571876526,Waipaka Creek,"122",New River (Oreti) Estuary,ES,8. Shallow drowned valley,,4838936.989000000059605,1237255.524999999674037,1141.000000000000000,137604.000000000000000,39823925.000000000000000,42.000000000000000,2.000000000000000,60268976.999999992549419,2.200000000000000,69607863.000000000000000,3948.000000000000000,6536643.000000000000000,"1",6411.150108511388680,1243526.523300000000745,4840270.190900000743568,1237255.525085449218750,4838936.989074707031250
"587947",113501.540284108938067,311467936.000000000000000,"14319137",0.000000000000000,"0","587772","5",138.293166858999996,8.521732330320004,1.860208034520000,1329989.940500000258908,1330080.217500000027940,4837556.879399999976158,4837661.723199999891222,1.156416865440000,"14073835","42814",2.757783190520000,"0","0","598669","598675",159.924550530999994,159.924550530781033,"1","14",Otago Region,38514.28971780000,31208.62756660000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"626","70.02",Tahakopa,Catlins,339343.641630580066703,-2402033022.568976402282715,Tahakopa River,"123",Tahakopa River,ORC,7. Tidal lagoon,7A. Permanently open,4837522.084999999962747,1330014.101000000024214,165.000000000000000,16338.000000000000000,860340.000000000000000,31.000000000000000,2.000000000000000,1939721.000000000000000,1.900000000000000,1345484.000000000232831,310.000000000000000,621423.000000000000000,"1",74.712959070313943,1330080.217500000027940,4837556.879399999976158,1330014.101074218750000,4837522.085083007812500
"589046",12626.426381292880251,213155664.000000000000000,"15320150",0.000000000000000,"0","588865","5",15.000000000000000,0.555746316910000,0.692283272743000,1262243.862200000090525,1262243.898199999937788,4831364.288900000043213,4831379.304600000381470,1.001049543670000,"15062561","35816",0.521518537807000,"0","0","599848","599849",15.015743155099999,15.015743155106035,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"627","78.02",Waituna,Makarewa,217672.220896388316760,-494706612.866169571876526,Waituna Lagoon,"124",Waituna Lagoon,ES,2. Waituna-type lagoon,2A. Coastal plain depression,4833144.305999999865890,1267180.817000000039116,12.000000000000000,42639.000000000000000,13590093.000000000000000,0.000000000000000,1.000000000000000,12588503.000000000000000,0.000000000000000,0.000000000000000,187.000000000000000,299242.000000000000000,"1",5248.011928885108318,1262243.898199999937788,4831364.288900000043213,1267180.817077636718750,4833144.306091308593750
"589061",19826.707310712776234,207622064.000000000000000,"15320161",0.000000000000000,"0","588924","5",21.213203435600001,1.463243722920000,1.447952032090000,1303649.549200000008568,1303664.594599999953061,4831372.594999999739230,4831387.569799999706447,1.000676100560000,"15062587","31453",0.041302083881800,"0","0","599860","599861",21.227545694300002,21.227545694317890,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"626","70.02",Tahakopa,Catlins,339343.641630580066703,-2402033022.568976402282715,Waikawa River,"125",Waikawa Harbour,ES,7. Tidal lagoon,7A. Permanently open,4827202.013000000268221,1304471.450999999884516,291.000000000000000,24866.000000000000000,6422282.000000000000000,82.000000000000000,2.000000000000000,9835149.000000000000000,2.000000000000000,7574506.000000000000000,241.000000000000000,425764.999999999941792,"1",4247.913679151829456,1303664.594599999953061,4831372.594999999739230,1304471.451110839843750,4827202.013122558593750
"591270",120954.454876049552695,101268680.000000000000000,"15001747",0.000000000000000,"0","591634","5",195.274166237999992,17.411104202299999,0.000000000000000,1212373.518799999961630,1212538.458399999886751,4784975.090499999932945,4784869.461900000460446,1.069259526890000,"15062927","17577",5.095154834840000,"0","0","602345","602346",208.798762606999986,208.798762606503288,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"632","79.04",Mt Allen,Rakiura,394654.075276601710357,-1203240333.895408630371094,Rakeahua River,"126",Toitoi Bay,ES,8. Shallow drowned valley,,4768955.576000001281500,1220792.034999999916181,634.000000000000000,12679.000000000000000,556631.000000000000000,0.000000000000000,8.000000000000000,4665011.000000000000000,2.300000000000000,1265889.000000000000000,124.000000000000000,303690.000000000000000,"1",18020.720560740701330,1212538.458399999886751,4784975.090499999932945,1220792.035095214843750,4768955.576110839843750
"591943",205853.640577231941279,80830127.999999985098839,"15002482",0.000000000000000,"0","592487","5",237.488947110999987,10.801626205400000,0.000000000000000,1198517.619299999903888,1198441.832099999999627,4776400.872499999590218,4776175.737700000405312,1.184755415080000,"15062927","14273",2.604169973770000,"0","0","603079","603080",281.366316111000003,281.366316111049969,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"632","79.04",Mt Allen,Rakiura,394654.075276601710357,-1203240333.895408630371094,Doughboy Creek,"127",Doughboy Bay,ES,6. Tidal river mouth,,4778182.080000000074506,1194897.847999999998137,3696.000000000000000,24037.000000000000000,9018539.000000000000000,2.000000000000000,17.000000000000000,155640831.000000000000000,1.900000000000000,16854371.000000000000000,103.000000000000000,432792.000000000000000,"1",3966.424478747395369,1198441.832099999999627,4776400.872499999590218,1194897.848083496093750,4778182.080078125000000
"592468",252659.689092306856764,87265984.000000000000000,"15002959",0.000000000000000,"0","592262","5",315.835400169000025,20.153223037699998,0.000000000000000,1228363.859500000020489,1228649.634300000034273,4771713.779200000688434,4771848.103500000201166,1.366162103240000,"15062927","32484",3.651052709470000,"0","0","603596","603620",431.482354572000020,431.482354571830513,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"632","79.04",Mt Allen,Rakiura,394654.075276601710357,-1203240333.895408630371094,Lords River/Tūtaekawetoweto,"128",Lords River,ES,9. Deep drowned valley,,4770324.195000000298023,1231300.872999999905005,561.000000000000000,25229.000000000000000,2435773.000000000000000,5.000000000000000,6.000000000000000,15496144.000000000000000,2.200000000000000,5238282.000000000000000,90.000000000000000,187833.000000000000000,"1",2993.327764520795427,1228649.634300000034273,4771713.779200000688434,1231300.873107910156250,4770324.195129394531250
"592709",115519.529113139564288,122500184.000000000000000,"15003118",0.000000000000000,"0","592496","5",200.352189906000007,17.140111923199999,0.000000000000000,1220168.082000000169501,1220213.731399999931455,4769886.069199999794364,4770081.202899999916553,1.067797518300000,"15062927","21564",4.889744756680000,"0","0","603879","603893",213.935571167999996,213.935571167518987,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"632","79.04",Mt Allen,Rakiura,394654.075276601710357,-1203240333.895408630371094,Toitoi River,"129",Toitoi Bay,ES,6. Tidal river mouth,,4768955.576000001281500,1220792.034999999916181,634.000000000000000,12679.000000000000000,556631.000000000000000,0.000000000000000,8.000000000000000,4665011.000000000000000,2.300000000000000,1265889.000000000000000,124.000000000000000,303690.000000000000000,"1",1095.560383034020788,1220213.731399999931455,4769886.069199999794364,1220792.035095214843750,4768955.576110839843750
"593474",375.824019747635703,418622944.000000059604645,"14330006",,"0","586514","5",0.000000000000000,1.541603922840000,0.000000000000000,0.000000000000000,1348301.374862091615796,4847276.654610590077937,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","596409","604797",267.473486399000024,267.473486399074829,"1","14",Otago Region,38514.28971780000,31208.62756660000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"626","70.02",Tahakopa,Catlins,339343.641630580066703,-2402033022.568976402282715,Catlins River,"130",Catlins River,ORC,7. Tidal lagoon,7A. Permanently open,4847185.054000000469387,1347849.878000000026077,797.000000000000000,29461.000000000000000,7868741.000000000000000,65.000000000000000,2.000000000000000,14762375.000000000000000,1.800000000000000,9328222.000000000000000,402.000000000000000,641358.000000000116415,"1",460.695096950291429,1348301.374862091615796,4847276.654610590077937,1347849.878112792968750,4847185.054077147506177
"593512",8132.364487975332850,193425488.000000000000000,"13300026",,"0","378513","5",0.000000000000000,2.201386213300000,0.000000000000000,0.000000000000000,1580919.063496237620711,5217117.724182791076601,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","386926","604812",269.605997457999990,269.605997458227307,"1","13",Canterbury Region,56773.86937420000,44507.60389690000,"413",East Coast South Island,"1108122",{0F961E84-FFF0-4F16-9BBC-422F3620ED46},East Coast South Island,1345807.113818614045158,11081218286.227926254272461,"526","56.02",Low Plains,Canterbury Plains,490931.608240127097815,-6170979530.094689369201660,Kowai River,"131",no-match,ECAN,5. Freshwater river mouth,3C. Small,5222092.600999999791384,1583549.022000000113621,0.000000000000000,5386.000000000000000,114676.000000000000000,0.000000000000000,2.000000000000000,172014.000000000000000,0.000000000000000,0.000000000000000,729.000000000000000,839902.000000000116415,"1",5627.262417430718415,1580919.063496237620711,5217117.724182791076601,1583549.022094726562500,5222092.601074219681323
"593569",1182.645823171593747,108884768.000000000000000,"12200007",,"0","315382","5",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1472150.794456977397203,5364704.010386190377176,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","604828","604829",44.427211156500000,44.427211156472573,"1","12",West Coast Region,36339.59156420001,23243.81176000000,"418",West Coast South Island,"1311180",{5478D1F7-9DE7-4D55-8CA7-24D2229D99EC},West Coast South Island,1279617.339320387924090,13111801767.683631896972656,"477","48.02",Foulwind,North Westland,161337.022269396868069,-396639668.191308259963989,Totara River,"132",Totara River,WCRC,6. Tidal river mouth,6D. Intermittent with ribbon lagoon,5364660.321999999694526,1472098.300999999977648,295.000000000000000,4755.000000000000000,103342.000000000000000,8.000000000000000,4.000000000000000,367356.000000000000000,2.800000000000000,272601.000000000000000,108.000000000000000,613823.000000000000000,"1",68.295108386364760,1472150.794456977397203,5364704.010386190377176,1472098.301086425781250,5364660.322082519531250
"593575",26007.810554352978215,146048032.000000000000000,"12200004",,"0","349460","5",0.000000000000000,3.635971069340000,3.466035604480000,0.000000000000000,1448480.925499999895692,5289987.813299999572337,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","354797","604830",78.633512962200001,78.633512962190423,"1","12",West Coast Region,36339.59156420001,23243.81176000000,"418",West Coast South Island,"1311180",{5478D1F7-9DE7-4D55-8CA7-24D2229D99EC},West Coast South Island,1279617.339320387924090,13111801767.683631896972656,"503","48.10",Greymouth,North Westland,75124.931248886088724,-285636541.147224962711334,New River/Kaimata,"133",Saltwater Creek/New River,WCRC,6. Tidal river mouth,6D. Intermittent with ribbon lagoon,5290628.592000000178814,1448800.604999999981374,35.000000000000000,9902.000000000000000,211551.000000000000000,0.000000000000000,5.000000000000000,963955.000000000000000,2.600000000000000,540852.000000000000000,142.000000000000000,626339.000000000000000,"1",716.095329853352723,1448480.925499999895692,5289987.813299999572337,1448800.605102539062500,5290628.592102050781250
"593611",11936.184241768625725,323633952.000000000000000,"5170006",,"0","139754","5",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2037035.589200000278652,5707365.145600000396371,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","604838","604839",122.154071889999997,122.154071889862465,"1","05",Gisborne Region,13989.56640760000,8385.81580304000,"420",Eastern North Island,"1162075",{F40186D1-3DC9-4A39-8752-4EAEA9052344},Eastern North Island,1124564.040616889018565,11620746321.316089630126953,"401","20.03",Turanga,East Cape,167375.138376002869336,-877395578.414362430572510,Turanganui River,"134",Turanganui River,GDC,6. Tidal river mouth,6B. Spit enclosed,5707429.354000000283122,2036956.110000000102445,388.000000000000000,26648.000000000000000,602761.999999999883585,0.000000000000000,1.000000000000000,2074707.000000000000000,1.400000000000000,869183.000000000000000,314.000000000000000,640236.000000000000000,"1",102.174659114275769,2037035.589200000278652,5707365.145600000396371,2036956.110107421875000,5707429.354125976562500
"593616",150666.238186929724179,206173504.000000000000000,"1040001",,"0","27152","5",0.000000000000000,12.272363662700000,0.000000000000000,0.000000000000000,1732428.855999999679625,6016090.019500000402331,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","26864","604842",1675.015974480000068,1675.015974484468643,"1","01",Northland Region,30084.25666220000,12500.31973910000,"416",North Eastern,"3809993",{2399417F-F307-441B-9243-D0AE87325049},North Eastern,6140862.133905312046409,38099933256.712272644042969,"1064","3.09",Waipu,Eastern Northland,142884.010188253858360,-502591891.357703745365143,Waipu River,"135",Waipu River,NRC,7. Tidal lagoon,7A. Permanently open,6015966.184000000357628,1733540.070999999996275,393.000000000000000,45941.000000000000000,1548895.000000000000000,41.000000000000000,3.000000000000000,4339888.000000000000000,2.000000000000000,2499800.000000000465661,228.000000000000000,509072.000000000000000,"1",1118.094013243699919,1732428.855999999679625,6016090.019500000402331,1733540.071105957031250,6015966.184082032181323
"593622",492400.109562292578630,185672656.000000000000000,"7247115",529.317107471436202,"0","249508","5",964.116694181999947,5.069054126740000,1.886684656140000,1782739.480599999893457,1782644.181200000457466,5497676.089900000020862,5497793.710099999792874,1.086062617680000,"7047051","36796",0.272352126648000,"0","0","252501","604844",151.702564236999990,151.702564237085028,"1","08",Manawatu-Wanganui Region,25322.14256030000,22220.58999180000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"425","31.02",Foxton,Manawatu,299669.699678189179394,-928777867.036831855773926,Ohau River,"136",Ohau River,HRC,4. Beach stream,4D. Stream with ribbon lagoon,5496493.668999999761581,1782224.750000000000000,241.000000000000000,6386.000000000000000,282578.000000000000000,0.000000000000000,3.000000000000000,-9999.000000000000000,0.000000000000000,0.000000000000000,183.000000000000000,489408.000000000000000,"1",1254.608030502889278,1782644.181200000457466,5497676.089900000020862,1782224.750122070545331,5496493.669128417968750
"3066",300326.244967427628580,179516192.000000000000000,"1003110",0.000000000000000,"0","5686","6",414.450238268000021,18.626363754300002,0.000000000000000,1652722.637899999972433,1652317.577199999941513,6123530.461400000378489,6123441.613400000147521,1.126598927340000,"1002889","44245",2.573275775770000,"0","0","3574","3575",466.919193869000026,466.919193869286971,"1","01",Northland Region,30084.25666220000,12500.31973910000,"416",North Eastern,"3809993",{2399417F-F307-441B-9243-D0AE87325049},North Eastern,6140862.133905312046409,38099933256.712272644042969,"1051","5.01",Maungataniwha,Western Northland,186731.942798262694851,-980998575.285339832305908,Oruaiti River,"137",Mangonui Harbour,NRC,8. Shallow drowned valley,,6129124.349999999627471,1648110.791999999899417,346.000000000000000,42884.000000000000000,8685508.000000000000000,68.000000000000000,1.000000000000000,11929984.000000000000000,2.000000000000000,11218376.000000000000000,76.000000000000000,171150.000000000000000,"1",6999.187918564875872,1652317.577199999941513,6123530.461400000378489,1648110.792114257812500,6129124.350097656250000
"3080",1255074.004817748675123,364969536.000000000000000,"1002934",0.000000000000000,"0","6893","6",1336.337158060000093,5.885707378390000,0.000000000000000,1624116.805500000016764,1624038.096900000004098,6124696.346499999985099,6123362.267100000753999,1.519456612690000,"1002771","52043",0.252349588767000,"0","0","3569","3588",2030.506331589999945,2030.506331588625699,"1","01",Northland Region,30084.25666220000,12500.31973910000,"416",North Eastern,"3809993",{2399417F-F307-441B-9243-D0AE87325049},North Eastern,6140862.133905312046409,38099933256.712272644042969,"1049","2.02",Aupouri,Northern Northland,380359.065449488814920,-1192018828.290722608566284,Awanui River,"138",Rangaunu Harbour,NRC,8. Shallow drowned valley,,6139917.114000000059605,1625675.144999999785796,1643.000000000000000,127630.000000000000000,101709220.000000000000000,78.000000000000000,2.000000000000000,248188694.000000000000000,2.000000000000000,122167882.000000000000000,552.000000000000000,1133197.000000000000000,"1",15308.549647460047709,1624038.096900000004098,6124696.346499999985099,1625675.145080566406250,6139917.114074707962573
"10447",231120.780162897135597,443150464.000000000000000,"1010475",0.000000000000000,"0","16289","6",585.158098294999945,17.449085235599998,0.000000000000000,1699151.270800000056624,1699691.644499999936670,6086367.569000000134110,6086591.077600000426173,1.096688369600000,"1009378","57291",1.708022379730000,"0","0","11405","11440",641.736080777999973,641.736080778325004,"1","01",Northland Region,30084.25666220000,12500.31973910000,"416",North Eastern,"3809993",{2399417F-F307-441B-9243-D0AE87325049},North Eastern,6140862.133905312046409,38099933256.712272644042969,"1052","3.02",Kerikeri,Eastern Northland,330019.347415063995868,-665865615.772764205932617,Kawakawa River,"139",Opua Inlet System,NRC,9. Deep drowned valley,,6096592.581000000238419,1706273.918000000063330,678.000000000000000,10699.000000000000000,1660007.000000000000000,27.000000000000000,3.000000000000000,4652984.000000000000000,1.900000000000000,2755026.000000000000000,4.000000000000000,9827.000000000000000,"1",12160.476898176475515,1699691.644499999936670,6086367.569000000134110,1706273.918090820079669,6096592.581115722656250
"11990",477399.019770884304307,518946016.000000000000000,"1011873",0.000000000000000,"0","15842","6",879.920450950000031,17.648477554300001,0.000000000000000,1653171.436999999918044,1652959.308299999916926,6079978.503600000403821,6079124.505099999718368,1.069972535230000,"1010681","52225",1.149022140740000,"0","0","13101","13102",941.490715704999957,941.490715704650484,"1","01",Northland Region,30084.25666220000,12500.31973910000,"415",Western North Island,"1457231",{FA1D5DC5-E5DF-4C1D-B636-BDCD9EC4AB7D},Western North Island,3273685.956958715338260,14572310124.708490371704102,"1056","5.03",Hokianga,Western Northland,243495.514311923878267,-863588897.533495187759399,Waima River,"140",Hokianga Harbour System,NRC,8. Shallow drowned valley,,6068288.910000000149012,1632830.578999999910593,1466.000000000000000,340748.000000000000000,106497969.000000000000000,49.000000000000000,5.000000000000000,482972423.000000000000000,2.700000000000000,216172096.000000000000000,1605.000000000000000,4274573.000000000000000,"1",23276.862663407879154,1652959.308299999916926,6079978.503600000403821,1632830.579101562500000,6068288.910095214843750
"27805",553016.679402283276431,3556368640.000000000000000,"1027795",0.000000000000000,"0","28055","7",593.721315097000115,5.274671077730000,1.552887082100000,1688474.089299999875948,1688909.839200000045821,6001955.558599999174476,6002359.370900000445545,1.044361921620000,"1025624","177339",0.359158064532000,"0","0","29308","29378",620.059933541999953,620.059933542072372,"1","01",Northland Region,30084.25666220000,12500.31973910000,"415",Western North Island,"1457231",{FA1D5DC5-E5DF-4C1D-B636-BDCD9EC4AB7D},Western North Island,3273685.956958715338260,14572310124.708490371704102,"1063","6.03",Kaipara,Kaipara,392403.506791917607188,-1979297746.234199047088623,Wairoa River (Northland),"141",Kaipara Harbour System,AC/NRC,8. Shallow drowned valley,,5969220.867999999783933,1704376.631000000052154,7037.000000000000000,1170537.000000000000000,743061027.000000000000000,42.000000000000000,5.000000000000000,3992734683.000000000000000,2.800000000000000,1615117448.000000000000000,6266.000000000000000,13592949.000000000000000,"1",36204.718114068957220,1688909.839200000045821,6001955.558599999174476,1704376.631103515625000,5969220.868103027343750
"32265",391302.565430401125923,398447552.000000000000000,"2032254",0.000000000000000,"0","32597","6",664.361347461000037,19.333078384400000,1.690327286720000,1729519.195000000065193,1729442.761799999978393,5967963.929200000129640,5967304.262699999846518,1.266596984040000,"2001886","63327",1.521187254370000,"0","0","34560","34561",841.478079005000041,841.478079004733559,"1","02",Auckland Region,16156.60956730000,4941.62240071000,"415",Western North Island,"1457231",{FA1D5DC5-E5DF-4C1D-B636-BDCD9EC4AB7D},Western North Island,3273685.956958715338260,14572310124.708490371704102,"1067","6.02",Otamatea,Kaipara,170919.135211348591838,-833259269.030669689178467,Hoteo River,"142",Kaipara Harbour System,AC/NRC,8. Shallow drowned valley,,5969220.867999999783933,1704376.631000000052154,7037.000000000000000,1170537.000000000000000,743061027.000000000000000,42.000000000000000,5.000000000000000,3992734683.000000000000000,2.800000000000000,1615117448.000000000000000,6266.000000000000000,13592949.000000000000000,"1",25097.625455392757431,1729442.761799999978393,5967963.929200000129640,1704376.631103515625000,5969220.868103027343750
"45143",53131.932607300092059,1982869120.000000000000000,"3045205",0.000000000000000,"0","90046","6",96.046863561500004,2.320356130600000,0.000000000000000,1825663.140200000023469,1825602.977800000226125,5883726.525700000114739,5883651.618799999356270,1.039939049640000,"3004855","228549",1.383916149990000,"0","0","48793","48794",99.882884013199998,99.882884013230381,"1","03",Waikato Region,34888.44518800000,23899.89878450000,"416",North Eastern,"3809993",{2399417F-F307-441B-9243-D0AE87325049},North Eastern,6140862.133905312046409,38099933256.712272644042969,"353","10.05",Thames,Coromandel,94201.411396549519850,-408065863.733079731464386,Waihou River (Waikato),"143",Waihou River,WRC,6. Tidal river mouth,6A. Unrestricted,5883570.900000000372529,1825331.864999999990687,1000.000000000000000,76562.000000000000000,9914351.000000001862645,7.000000000000000,2.000000000000000,59347457.000000007450581,3.300000000000000,31594214.999999996274710,1980.000000000000000,4394084.000000000000000,"1",312.604256742998757,1825602.977800000226125,5883726.525700000114739,1825331.865112304687500,5883570.900085449218750
"45771",177400.947291527350899,1481993472.000000000000000,"3045797",0.000000000000000,"0","73567","6",424.725793894999981,1.712152242660000,0.000000000000000,1821917.735399999888614,1821632.054599999915808,5880988.116499999538064,5880673.570399999618530,1.019891453780000,"3005199","136985",0.230969257089000,"0","0","49469","49470",433.174207394000007,433.174207393574136,"1","03",Waikato Region,34888.44518800000,23899.89878450000,"416",North Eastern,"3809993",{2399417F-F307-441B-9243-D0AE87325049},North Eastern,6140862.133905312046409,38099933256.712272644042969,"359","11.03",Hauraki,Waikato,236290.681809335103026,-773335464.346971273422241,Piako River,"144",Piako River,WRC,6. Tidal river mouth,6A. Unrestricted,5880883.088000000454485,1821679.922999999951571,862.000000000000000,28386.000000000000000,1697671.000000000000000,26.000000000000000,4.000000000000000,7426156.000000000000000,3.300000000000000,4900022.000000000000000,1461.000000000000000,2439637.000000000000000,"1",115.422542016044190,1821632.054599999915808,5880988.116499999538064,1821679.923095703125000,5880883.088073730468750
"50097",25197.219522741059336,14473664512.000000000000000,"3050201",0.000000000000000,"0","185174","8",47.434164902500001,5.538501739500000,2.732410430910000,1751231.967600000090897,1751186.944200000027195,5862798.179600000381470,5862783.258299999870360,1.079609562060000,"3009006","454228",3.385536277390000,"0","0","53891","53892",51.210377997199998,51.210377997170987,"1","03",Waikato Region,34888.44518800000,23899.89878450000,"415",Western North Island,"1457231",{FA1D5DC5-E5DF-4C1D-B636-BDCD9EC4AB7D},Western North Island,3273685.956958715338260,14572310124.708490371704102,"365","11.01",Meremere,Waikato,165257.958309351437492,-497436236.375142455101013,Waikato River,"145",Waikato River,WRC,6. Tidal river mouth,6B. Spit enclosed,5862650.864000000059605,1751287.604999999981374,728.000000000000000,119622.000000000000000,18174787.000000000000000,8.000000000000000,6.000000000000000,116992603.000000000000000,2.900000000000000,49891290.000000000000000,14481.000000000000000,31316401.000000000000000,"1",178.422199550473181,1751186.944200000027195,5862798.179600000381470,1751287.605102539062500,5862650.864074707031250
