OBJECTID,CATAREA,CUM_AREA,nzsegment,LENGTHDOWN,Headwater,Hydseq,StreamOrde,euclid_dis,upElev,downElev,upcoordX,downcoordX,downcoordY,upcoordY,sinuosity,nzreach_re,headw_dist,segslpmean,LID,reachtype,FROM_NODE,TO_NODE,Shape_Leng,Shape_Le_1,FLOWDIR,REGC2017,REGC2017_N,AREA_SQ_KM,LAND_SQ_KM,BioR__OBJE,BioR__BioR,BioR__Hect,BioR__Glob,BioR__Bi_1,BioR__SHAP,BioR__SH_1,EcoD_OBJEC,EcoD_ECOLO,EcoD_ECO_1,EcoD_ECO_2,EcoD_SHAPE,EcoD_SHA_1,name_2,RID,NAME,REG_COUNCL,CLASS,SUBCLASS,NZTM_N,NZTM_E,WIDTH_OF_M,SHLN_PERIM,SURFC_AREA,INTRTDL_AR,MEAN_DEPTH,TOTAL_VOL,TDAL_RANGE,TDAL_PRISM,CATCHMT_AR,R_INFL_VOL,n,distance,feature_x,feature_y,nearest_x,nearest_y
"194601",213734.048684704001062,267826016.000000000000000,"8194736",0.000000000000000,"0","195460","5",538.624173240999994,9.559808731080000,2.245081424710000,1934110.301800000015646,1934605.712399999843910,5631875.456199999898672,5631665.023900000378489,1.081601547850000,"8021954","46685",0.778051583681000,"0","0","199837","199838",582.576739485999951,582.576739485817598,"1","06",Hawke's Bay Region,21444.16000310000,14137.21034330000,"420",Eastern North Island,"1162075",{F40186D1-3DC9-4A39-8752-4EAEA9052344},Eastern North Island,1124564.040616889018565,11620746321.316089630126953,"415","29.02",Heretaunga,Hawkes Bay,326175.210262588516343,-3100608215.906915664672852,Esk River,"53",no-match,HBRC,6. Tidal river mouth,7A. Permanently open,5622801.313999999314547,1935007.721000000135973,125.000000000000000,33917.000000000000000,2745765.000000000000000,9.000000000000000,0.000000000000000,561571.000000000000000,1.500000000000000,3853629.000000000000000,144.000000000000000,200405.000000000000000,"1",9083.042778043742146,1934605.712399999843910,5631875.456199999898672,1935007.721130371093750,5622801.314086914062500
"200418",2705.386584329102334,105590184.000000000000000,"8200644",0.000000000000000,"0","203956","5",15.000000000000000,1.085404396060000,1.004375815390000,1933513.532300000078976,1933528.547199999913573,5622385.452300000004470,5622385.446499999612570,1.000993408000000,"8023317","18518",0.309503479683000,"0","0","205641","205642",15.014901120099999,15.014901120055288,"1","06",Hawke's Bay Region,21444.16000310000,14137.21034330000,"420",Eastern North Island,"1162075",{F40186D1-3DC9-4A39-8752-4EAEA9052344},Eastern North Island,1124564.040616889018565,11620746321.316089630126953,"415","29.02",Heretaunga,Hawkes Bay,326175.210262588516343,-3100608215.906915664672852,Main Outfall (Napier),"54",Ahuriri Estuary,HBRC,7. Tidal lagoon,7A. Permanently open,5622801.313999999314547,1935007.721000000135973,125.000000000000000,33917.000000000000000,2745765.000000000000000,9.000000000000000,0.000000000000000,561571.000000000000000,1.500000000000000,3853629.000000000000000,144.000000000000000,200405.000000000000000,"1",1536.520921466765458,1933528.547199999913573,5622385.452300000004470,1935007.721130371093750,5622801.314086914062500
"203385",90873.849658399660257,232614864.000000000000000,"6203502",0.000000000000000,"0","203146","5",208.386659842000000,11.920164108300000,0.000000000000000,1702576.243199999909848,1702396.323199999984354,5617486.348500000312924,5617591.426300000399351,1.402379814980000,"6013282","63310",3.273875018620000,"0","0","208569","208615",292.237245472999973,292.237245472760833,"1","07",Taranaki Region,12696.95762600000,7254.35732565000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"411","25.01",Egmont,Egmont,267258.576790397928562,-2679883764.125142574310303,Waingongoro River,"55",Waingongoro River,TRC,4. Beach stream,4B. Damp-sand plain stream,5617468.506000000983477,1702396.970999999903142,12.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,0.000000000000000,233.000000000000000,337308.999999999941792,"1",17.854157109273178,1702396.323199999984354,5617486.348500000312924,1702396.971130371093750,5617468.506103515625000
"207775",288849.795129487814847,121014040.000000000000000,"6207774",0.000000000000000,"0","207905","5",441.163235095999994,19.068012237500000,2.060988903050000,1716078.550800000084564,1715823.748300000093877,5609558.996199999935925,5609919.088999998755753,1.290925581040000,"6014363","24871",2.207683343370000,"0","0","212844","213023",569.508905598999945,569.508905598699016,"1","07",Taranaki Region,12696.95762600000,7254.35732565000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"418","31.01",Manawatu Plains,Manawatu,574093.480765424086712,-3141384366.478737354278564,Manawapou River,"56",Manawapou River,TRC,4. Beach stream,4B. Damp-sand plain stream,5609531.622999999672174,1715780.378999999957159,5.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,0.000000000000000,121.000000000000000,80160.000000000000000,"1",51.285227916949182,1715823.748300000093877,5609558.996199999935925,1715780.379089355468750,5609531.623107910156250
"215328",286182.572220391768496,464930144.000000000000000,"6215437",0.000000000000000,"0","214918","5",355.598087733999989,19.986320495600001,2.011533737180000,1729974.249300000024959,1729659.329900000011548,5595601.158900000154972,5595766.289400000125170,1.127414980540000,"6015981","90205",2.893727538980000,"0","0","220521","220624",400.906611161999990,400.906611162428135,"1","07",Taranaki Region,12696.95762600000,7254.35732565000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"418","31.01",Manawatu Plains,Manawatu,574093.480765424086712,-3141384366.478737354278564,Whenuakura River,"57",Whenuakura River,TRC,6. Tidal river mouth,6B. Spit enclosed,5595530.008000000379980,1729294.215000000083819,244.000000000000000,4413.000000000000000,139768.000000000000000,47.000000000000000,3.000000000000000,383403.000000000058208,2.900000000000000,309675.000000000058208,474.000000000000000,865640.000000000000000,"1",371.982875744358694,1729659.329900000011548,5595601.158900000154972,1729294.215087890625000,5595530.008117675781250
"220842",9901.825476767811779,69613184.000000000000000,"7220991",0.000000000000000,"0","220293","5",15.000000000000000,7.652978897090000,4.185490608220001,1760669.939900000346825,1760669.945499999681488,5584033.311099999584258,5584048.312500000000000,1.000093403040000,"6016793","22306",13.016197135200001,"0","0","226170","226171",15.001401045700000,15.001401045651757,"1","08",Manawatu-Wanganui Region,25322.14256030000,22220.58999180000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"421","31.02",Foxton,Manawatu,104836.570981610129820,-61295320.181424908339977,Okehu Stream,"58",Wanganui River,HRC,6. Tidal river mouth,6B. Spit enclosed,5576009.076000000350177,1769203.141000000061467,197.000000000000000,21531.000000000000000,3222410.000000000000000,0.000000000000000,2.000000000000000,18106722.000000000000000,2.600000000000000,8439492.000000000000000,7072.000000000000000,17502151.000000000000000,"1",11713.401492981585761,1760669.945499999681488,5584033.311099999584258,1769203.141113281250000,5576009.076110839843750
"221152",742646.954642090597190,190818864.000000000000000,"7220928",0.000000000000000,"0","220242","5",1033.259405960000095,19.465328216600000,4.024858951570000,1762740.082799999974668,1762260.376200000056997,5583283.832799999974668,5584199.102599999867380,1.895245978030000,"6016797","53247",0.856133698224000,"0","0","226110","226480",1958.280733410000039,1958.280733406698346,"1","08",Manawatu-Wanganui Region,25322.14256030000,22220.58999180000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"421","31.02",Foxton,Manawatu,104836.570981610129820,-61295320.181424908339977,Kai Iwi Stream,"59",Wanganui River,HRC,6. Tidal river mouth,6B. Spit enclosed,5576009.076000000350177,1769203.141000000061467,197.000000000000000,21531.000000000000000,3222410.000000000000000,0.000000000000000,2.000000000000000,18106722.000000000000000,2.600000000000000,8439492.000000000000000,7072.000000000000000,17502151.000000000000000,"1",10056.046416339200732,1762260.376200000056997,5583283.832799999974668,1769203.141113281250000,5576009.076110839843750
"226065",59507.941367787709169,104946960.000000000000000,"8226179",0.000000000000000,"0","230106","5",167.705098311999990,13.927455902100000,3.554931402210000,1935447.282600000035018,1935612.429999999701977,5570736.604199999943376,5570706.563699999824166,1.058927350780000,"8030741","22240",3.539224604450000,"0","0","231446","231447",177.587515469000010,177.587515468554983,"1","06",Hawke's Bay Region,21444.16000310000,14137.21034330000,"420",Eastern North Island,"1162075",{F40186D1-3DC9-4A39-8752-4EAEA9052344},Eastern North Island,1124564.040616889018565,11620746321.316089630126953,"419","34.01",Eastern Hawkes Bay,Eastern Hawkes Bay,330595.302658380242065,-2893702741.823098659515381,Mangakuri River,"60",Mangakuri River,HBRC,6. Tidal river mouth,6B. Spit enclosed,5570772.975999999791384,1935604.310000000055879,24.000000000000000,1554.000000000000000,27169.000000000000000,0.000000000000000,2.000000000000000,64771.000000000000000,1.400000000000000,37602.000000000000000,112.000000000000000,183872.000000000000000,"1",37.267220065692101,1935612.429999999701977,5570736.604199999943376,1935604.310119628906250,5570772.976074217818677
"248193",353765.245651998324320,79149056.000000000000000,"7248225",0.000000000000000,"0","250088","5",447.493016705000002,2.685531854630000,1.407220602040000,1781449.463400000240654,1781104.437300000106916,5493368.238699999637902,5493653.271800000220537,1.074136810780000,"7048125","22616",0.163671082923000,"0","0","253602","253665",480.668721807999987,480.668721808007490,"1","08",Manawatu-Wanganui Region,25322.14256030000,22220.58999180000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"425","31.02",Foxton,Manawatu,299669.699678189179394,-928777867.036831855773926,Waikawa Stream,"61",Waikawa Stream,HRC,4. Beach stream,4D. Stream with ribbon lagoon,5493158.321999999694526,1780892.675999999977648,521.000000000000000,3980.000000000000000,111227.000000000000000,0.000000000000000,2.000000000000000,-9999.000000000000000,0.000000000000000,0.000000000000000,76.000000000000000,152417.000000000000000,"1",298.174106636979161,1781104.437300000106916,5493368.238699999637902,1780892.676086425781250,5493158.322082519531250
"248726",57653.528251137846382,408126752.000000000000000,"7248799",0.000000000000000,"0","248389","5",87.464278422700005,5.816629886630000,1.609138965610000,1883177.017599999904633,1883222.025200000032783,5491380.684200000017881,5491455.726999999955297,1.071101251960000,"7048560","65592",2.754105614930000,"0","0","254188","254209",93.683098120599993,93.683098120576602,"1","08",Manawatu-Wanganui Region,25322.14256030000,22220.58999180000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"428","35.01",Eastern Wairarapa,Eastern Wairarapa,402398.513252937002108,-3945917588.644636154174805,Owahanga River,"62",Owahanga River,HRC,6. Tidal river mouth,6B. Spit enclosed,5491406.038999999873340,1883245.574000000022352,78.000000000000000,10053.000000000000000,589793.000000000000000,0.000000000000000,2.000000000000000,1391322.000000000000000,1.400000000000000,801529.000000000000000,411.000000000000000,798913.999999999883585,"1",34.603795778812568,1883222.025200000032783,5491380.684200000017881,1883245.574096679687500,5491406.039123535156250
"251661",232389.399180879758205,191357968.000000000000000,"9251713",0.000000000000000,"0","252088","5",315.356940624000003,12.673096656800000,5.879434585570000,1875521.566099999705330,1875806.654600000008941,5480187.223600000143051,5480322.336600000038743,1.081497202350000,"9001838","36897",2.047800677610000,"0","0","257140","257179",442.542346744999975,442.542346745498890,"1","09",Wellington Region,15945.34424360000,8048.66146280000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"428","35.01",Eastern Wairarapa,Eastern Wairarapa,402398.513252937002108,-3945917588.644636154174805,Mataikona River,"63",Mataikona River,GWRC,6. Tidal river mouth,6B. Spit enclosed,5480397.503999998793006,1875994.428000000072643,53.000000000000000,3246.000000000000000,102670.000000000000000,0.000000000000000,2.000000000000000,242096.000000000000000,1.400000000000000,139426.000000000000000,189.000000000000000,408308.000000000000000,"1",281.916249488760343,1875806.654600000008941,5480187.223600000143051,1875994.428100585937500,5480397.504089355468750
"253496",18001.026028352447611,152753696.000000000000000,"9253579",0.000000000000000,"0","256841","5",15.000000000000000,1.567329645160000,0.000000000000000,1769118.631300000008196,1769103.630899999989197,5473462.110399999655783,5473462.110000000335276,1.000026666980000,"9003756","24527",5.965114442710000,"0","0","259037","259038",15.000400004699999,15.000400004653679,"1","09",Wellington Region,15945.34424360000,8048.66146280000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"425","31.02",Foxton,Manawatu,299669.699678189179394,-928777867.036831855773926,Waikanae River,"64",Waikanae River,GWRC,6. Tidal river mouth,6B. Spit enclosed,5473437.241999999620020,1768817.753999999957159,723.000000000000000,6654.000000000000000,331270.000000000000000,50.000000000000000,2.000000000000000,618297.000000000000000,1.800000000000000,451236.999999999941792,21.000000000000000,37380.000000000000000,"1",286.956411137450004,1769103.630899999989197,5473462.110399999655783,1768817.754089355468750,5473437.242126464843750
"258064",81947.616492512999685,532456960.000000000000000,"9258154",0.000000000000000,"0","258898","5",129.034879006000011,10.817790985100000,1.957696199420000,1861140.656200000317767,1861245.667200000025332,5454861.800099998712540,5454936.849299999885261,1.054797147950000,"9008089","69678",3.928012772230000,"0","0","263656","263676",136.105622361000002,136.105622360736078,"1","09",Wellington Region,15945.34424360000,8048.66146280000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"428","35.01",Eastern Wairarapa,Eastern Wairarapa,402398.513252937002108,-3945917588.644636154174805,Whareama River,"65",Whareama River,GWRC,6. Tidal river mouth,6A. Unrestricted,5454859.820000000298023,1861258.195999999996275,47.000000000000000,3376.000000000000000,118091.000000000000000,0.000000000000000,2.000000000000000,276805.000000000000000,1.300000000000000,158714.000000000000000,530.000000000000000,917784.000000000000000,"1",12.684390725333259,1861245.667200000025332,5454861.800099998712540,1861258.196105957031250,5454859.820129394531250
"260539",212379.269194599211914,53576500.000000000000000,"9260544",0.000000000000000,"0","262728","5",405.277682583000001,13.565436363200000,2.562685012820000,1754687.065799999982119,1754672.102600000100210,5445098.266099999658763,5444693.284400000236928,1.014596245470000,"9010379","13849",1.555122955650000,"0","0","266185","266186",411.193215122000026,411.193215121668345,"1","09",Wellington Region,15945.34424360000,8048.66146280000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"446","39.01",Wellington,Sounds-Wellington,201891.721317169110989,-519344724.391578078269958,Kenepuru Stream,"66",Porirua Harbour,GWRC,8. Shallow drowned valley,,5448177.288999999873340,1753491.253000000026077,891.000000000000000,2891.000000000000000,390948.000000000000000,0.000000000000000,3.000000000000000,1264686.000000000000000,1.000000000000000,385084.000000000000000,1.000000000000000,1631.000000000000000,"1",3297.694390160953390,1754672.102600000100210,5445098.266099999658763,1753491.253112792968750,5448177.289123535156250
"267347",1326373.625892817042768,133821568.000000000000000,"9267263",0.000000000000000,"0","267050","5",1144.825314189999972,19.562562942500001,0.000000000000000,1757473.041999999899417,1756872.931799999903888,5413780.089100000448525,5414754.905600000172853,1.812410395910000,"9016680","35687",0.978964742650000,"0","0","272997","273144",2074.893300929999896,2074.893300930295027,"1","09",Wellington Region,15945.34424360000,8048.66146280000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"431","38.01",Tararua,Tararua,297656.618376368656754,-2407266508.875312805175781,Wainuiomata River,"67",Wainuiomata River,GWRC,3. Hāpua-type lagoon,3C. Small,5413794.730999999679625,1756911.210999999893829,30.000000000000000,2432.000000000000000,40514.000000000000000,0.000000000000000,1.000000000000000,40514.000000000000000,0.000000000000000,0.000000000000000,134.000000000000000,363330.000000000000000,"1",40.984069319933091,1756872.931799999903888,5413780.089100000448525,1756911.211120605468750,5413794.731079101562500
"268374",997228.488224275875837,151937936.000000000000000,"9268349",0.000000000000000,"0","268336","5",1147.201813110000103,19.373407363900000,3.055243968960000,1809398.530000000027940,1810253.318099999800324,5402098.387500000186265,5402863.648900000378489,1.174709275050000,"9017644","42288",0.814938719469000,"0","0","274163","274222",1347.628610210000033,1347.628610212228295,"1","09",Wellington Region,15945.34424360000,8048.66146280000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"428","35.01",Eastern Wairarapa,Eastern Wairarapa,402398.513252937002108,-3945917588.644636154174805,Awhea River,"68",Awhea River,GWRC,6. Tidal river mouth,6C. Barrier beach enclosed,5402079.987999999895692,1810483.445999999996275,0.000000000000000,3301.000000000000000,56818.000000000000000,0.000000000000000,1.000000000000000,56818.000000000000000,1.300000000000000,0.000000000000000,149.000000000000000,276212.000000000000000,"1",230.862377000881622,1810253.318099999800324,5402098.387500000186265,1810483.446105957031250,5402079.988098144531250
"268760",62997.314327020219935,105650200.000000000000000,"9268777",0.000000000000000,"0","268777","5",54.083269131999998,4.095368862150000,1.866976141930000,1801356.430699999677017,1801326.418300000019372,5395501.023500000126660,5395546.013799999840558,1.061792139690000,"9018042","24654",2.359424032820000,"0","0","274631","274636",57.425190053199998,57.425190053180245,"1","09",Wellington Region,15945.34424360000,8048.66146280000,"414",North Cook Strait,"1365584",{1BA1FA3D-1473-4ED8-AEB3-FC460A0E9711},North Cook Strait,1421796.417902318527922,13655837189.367370605468750,"428","35.01",Eastern Wairarapa,Eastern Wairarapa,402398.513252937002108,-3945917588.644636154174805,Opouawe River,"69",Opouawe River,GWRC,5. Freshwater river mouth,5C. Barrier beach enclosed,5395541.947999999858439,1802057.249000000068918,20.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,105.000000000000000,207830.000000000000000,"1",731.975723685297908,1801326.418300000019372,5395501.023500000126660,1802057.249084472656250,5395541.948120117187500
"269566",557415.505650252918713,75865880.000000000000000,"10000667",0.000000000000000,"0","270559","5",784.917830094000010,24.929336547900000,2.269626855850000,1546226.271699999924749,1546406.180399999953806,5494364.438000000081956,5493599.839599999599159,1.132345529290000,"10000724","18469",1.653607103760000,"0","0","275588","275589",888.798195769000017,888.798195768577671,"1","16",Tasman Region,14800.25443680000,9616.22815192000,"417",South Cook Strait,"1225007",{479B38CE-D474-43FE-B5E7-85052860F2A7},South Cook Strait,2834755.738296909257770,12250066949.409322738647461,"1035","46.01",West Whanganui,North-west Nelson,223119.877165235579014,-298458417.687872827053070,Anatori River,"70",Anatori River,TDC,3. Hāpua-type lagoon,3B. Medium,5494348.002000000327826,1546369.382999999914318,108.000000000000000,2885.000000000000000,94212.000000000000000,0.000000000000000,1.000000000000000,94212.000000000000000,0.000000000000000,0.000000000000000,74.000000000000000,402827.000000000058208,"1",40.301111779117186,1546406.180399999953806,5494364.438000000081956,1546369.383117675781250,5494348.002075195312500
"270412",1540079.534080911893398,106200408.000000000000000,"10001420",0.000000000000000,"0","272911","5",1488.763580959999899,65.685897827100007,1.732793688770000,1537890.439000000013039,1537770.555399999953806,5485459.286600000225008,5483975.062599999830127,1.113741458330000,"10001495","29924",2.459754457700000,"0","0","276515","276516",1658.097721769999907,1658.097721767361691,"1","16",Tasman Region,14800.25443680000,9616.22815192000,"417",South Cook Strait,"1225007",{479B38CE-D474-43FE-B5E7-85052860F2A7},South Cook Strait,2834755.738296909257770,12250066949.409322738647461,"1037","46.05",Heaphy,North-west Nelson,139326.754204389348160,-713402646.771713376045227,Big River (Tasman),"71",Big River,TDC,5. Freshwater river mouth,5C. Barrier beach enclosed,5486906.605000000447035,1537336.945000000065193,111.000000000000000,4058.000000000000000,248897.000000000000000,51.000000000000000,3.000000000000000,-9999.000000000000000,3.000000000000000,565975.000000000000000,111.000000000000000,889121.000000000000000,"1",1510.876803239023729,1537770.555399999953806,5485459.286600000225008,1537336.945129394531250,5486906.605102539062500
"270874",858756.216746215475723,871673664.000000000000000,"10001927",0.000000000000000,"1","281102","5",1015.135458940000035,12.389349937400000,0.811368525028000,1582733.934099999954924,1583303.672400000039488,5481440.980100000277162,5480601.332999999634922,1.059598812760000,"10002022","0",0.653450669685000,"0","0","277037","277038",1075.636327089999895,1075.636327086289384,"1","16",Tasman Region,14800.25443680000,9616.22815192000,"417",South Cook Strait,"1225007",{479B38CE-D474-43FE-B5E7-85052860F2A7},South Cook Strait,2834755.738296909257770,12250066949.409322738647461,"1046","46.03",Golden Bay,North-west Nelson,265356.508811920182779,-314297986.255491554737091,Takaka River,"72",Takaka River,TDC,5. Freshwater river mouth,5B. Deltaic,5481579.386000000871718,1583044.878000000026077,171.000000000000000,10099.000000000000000,242502.000000000000000,5.000000000000000,4.000000000000000,-9999.000000000000000,3.600000000000000,858318.000000000116415,878.000000000000000,3502381.000000000000000,"1",293.480333671146411,1583303.672400000039488,5481440.980100000277162,1583044.878112792968750,5481579.386108398437500
"274527",182514.233426789200166,298192544.000000000000000,"12005639",0.000000000000000,"0","275602","5",232.862620443999987,12.353609085100000,2.451344013210000,1524995.660900000017136,1524770.769599999999627,5462357.128200000151992,5462417.076100000180304,1.072416653300000,"12000667","37685",2.434983273520000,"0","0","280944","280954",249.725752094999990,249.725752095206275,"1","12",West Coast Region,36339.59156420001,23243.81176000000,"418",West Coast South Island,"1311180",{5478D1F7-9DE7-4D55-8CA7-24D2229D99EC},West Coast South Island,1279617.339320387924090,13111801767.683631896972656,"1037","46.05",Heaphy,North-west Nelson,139326.754204389348160,-713402646.771713376045227,Heaphy River,"73",Heaphy River,WCRC,5. Freshwater river mouth,5A. Unrestricted,5462383.411000000312924,1524740.523999999975786,101.000000000000000,3418.000000000000000,101243.000000000000000,3.000000000000000,4.000000000000000,-9999.000000000000000,3.000000000000000,298220.999999999941792,298.000000000000000,1994463.000000000000000,"1",40.069677831745231,1524770.769599999999627,5462357.128200000151992,1524740.524108886951581,5462383.411071777343750
"278875",348940.754027836082969,148772384.000000000000000,"10009921",0.000000000000000,"0","285143","5",694.874089314000003,10.833686828599999,0.997949004173000,1599781.780500000109896,1600366.575799999991432,5445215.341099999845028,5444840.499999999068677,1.115582365540000,"10008040","24803",0.810950996522000,"0","0","285763","285764",775.189280307999979,775.189280307639820,"1","16",Tasman Region,14800.25443680000,9616.22815192000,"417",South Cook Strait,"1225007",{479B38CE-D474-43FE-B5E7-85052860F2A7},South Cook Strait,2834755.738296909257770,12250066949.409322738647461,"450","47.01",Motueka,Nelson,64725.379261767484422,-75556544.791705176234245,Moutere River,"74",Motueka Estuary South,TDC,7. Tidal lagoon,7A. Permanently open,5447112.502000000327826,1602478.970999999903142,1064.000000000000000,7247.000000000000000,1555522.000000000000000,80.000000000000000,3.000000000000000,3971053.000000000000000,3.600000000000000,3363777.000000000000000,1.000000000000000,1622.000000000000000,"1",2839.266418914973201,1600366.575799999991432,5445215.341099999845028,1602478.971130371093750,5447112.502075195312500
"281357",210404.138523519650334,134610080.000000000000000,"12012575",0.000000000000000,"0","281337","5",258.940147523999997,1.838445186610000,0.000000000000000,1525352.637799999909475,1525097.762100000167266,5437154.363400001078844,5437109.351700000464916,1.056276469260000,"12002776","29576",0.406786737625000,"0","0","288424","288425",273.512384775999976,273.512384775751286,"1","12",West Coast Region,36339.59156420001,23243.81176000000,"418",West Coast South Island,"1311180",{5478D1F7-9DE7-4D55-8CA7-24D2229D99EC},West Coast South Island,1279617.339320387924090,13111801767.683631896972656,"452","46.08",Karamea,North-west Nelson,161937.191786557901651,-634885190.790858626365662,Oparara River,"75",Oparara River,WCRC,7. Tidal lagoon,7A. Permanently open,5437516.337000000290573,1524648.527000000001863,161.000000000000000,10764.000000000000000,760272.000000000000000,50.000000000000000,3.000000000000000,2468446.000000000000000,3.000000000000000,1701331.000000000000000,150.000000000000000,806399.000000000000000,"1",576.920309069443533,1525097.762100000167266,5437154.363400001078844,1524648.527099609375000,5437516.337097167968750
"283174",159195.644422123325057,91352024.000000000000000,"10014256",0.000000000000000,"0","285809","5",342.709789763999993,6.340055465700000,0.000000000000000,1623682.906399999978021,1623547.964900000020862,5431659.182099999859929,5431344.279199999757111,1.081956989340000,"10010859","20237",1.059838757310000,"0","0","290159","290398",370.797252350999997,370.797252350749716,"1","17",Nelson Region,1234.78625597000,424.41237517800,"417",South Cook Strait,"1225007",{479B38CE-D474-43FE-B5E7-85052860F2A7},South Cook Strait,2834755.738296909257770,12250066949.409322738647461,"1040","47.03",Bryant,Nelson,205218.722528659825912,-896027016.109670042991638,Maitai River,"76",Nelson Haven,NCC,7. Tidal lagoon,7A. Permanently open,5431728.048999999649823,1621629.666999999899417,604.000000000000000,29836.000000000000000,12629813.000000000000000,66.000000000000000,3.000000000000000,37895215.000000000000000,3.600000000000000,30800259.000000000000000,129.000000000000000,267588.000000000000000,"1",1919.533551322433595,1623547.964900000020862,5431659.182099999859929,1621629.667114257812500,5431728.049072265625000
"284004",415585.986122486006934,146523904.000000000000000,"11014952",0.000000000000000,"0","289178","5",991.476172180000049,14.785059928900001,0.000000000000000,1665220.617899999953806,1664920.742899999720976,5429827.835400000214577,5428883.063300000503659,1.103239160470000,"11011388","26508",0.854341311008000,"0","0","291279","291280",1093.835339819999945,1093.835339821998332,"1","18",Marlborough Region,17688.85654050000,10457.65338400000,"417",South Cook Strait,"1225007",{479B38CE-D474-43FE-B5E7-85052860F2A7},South Cook Strait,2834755.738296909257770,12250066949.409322738647461,"445","39.03",Sounds,Sounds-Wellington,833606.229624913190491,-979783476.911425232887268,Kaituna River (Marlborough),"77",no-match,MDC,9. Deep drowned valley,6B. Spit enclosed,5411835.048999999649823,1686116.067999999737367,35.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,3582.000000000000000,5067194.000000000000000,"1",27802.556911461844720,1664920.742899999720976,5429827.835400000214577,1686116.068115234375000,5411835.049072265625000
"288441",1111427.198610108578578,182950496.000000000000000,"12019230",0.000000000000000,"0","291195","5",1169.153967620000003,13.096896171599999,2.579085111620000,1522741.162500000093132,1521856.433500000042841,5417333.761300000362098,5418098.293300000019372,2.074717696780000,"12004539","28354",0.515424109776000,"0","0","295569","295819",2425.664426889999959,2425.664426886160072,"1","12",West Coast Region,36339.59156420001,23243.81176000000,"418",West Coast South Island,"1311180",{5478D1F7-9DE7-4D55-8CA7-24D2229D99EC},West Coast South Island,1279617.339320387924090,13111801767.683631896972656,"452","46.08",Karamea,North-west Nelson,161937.191786557901651,-634885190.790858626365662,Little Wanganui River,"78",Little Wanganui River,WCRC,6. Tidal river mouth,6B. Spit enclosed,5417275.088999999687076,1521287.699999999953434,122.000000000000000,8747.000000000000000,385492.000000000000000,29.000000000000000,3.000000000000000,1248904.000000000000000,3.000000000000000,976400.000000000000000,213.000000000000000,937225.000000000000000,"1",571.751813670340198,1521856.433500000042841,5417333.761300000362098,1521287.700073242187500,5417275.089111328125000
