NAME_name2,Buffer_Size,Metrics,KdPAR,StreamOrde,CLASS,Interface,Kd490
Wanganui River_Okehu Stream,1000,mean,0.4845195048741015,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Okehu Stream,1000,median,0.343185693025589,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Okehu Stream,1000,percentile5,0.15493731424212456,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Okehu Stream,1000,percentile10,0.18306429684162145,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Okehu Stream,1000,percentile90,1.0175422668457033,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Okehu Stream,1000,percentile95,1.3729728937149044,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,valid_days_pc,32.92248698986579,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,var,0.1328956930383267,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,mean,0.5322309639707778,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,median,0.39508170634508133,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,percentile5,0.18868846520781518,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,percentile10,0.20444911271333696,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,percentile90,1.067258632183075,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Wanganui River,1000,percentile95,1.2580903947353366,5,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,valid_days_pc,23.555190358805806,7,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,var,0.317764846309693,7,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,mean,0.7338687889277935,7,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,median,0.5179802477359772,7,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,percentile5,0.19219347685575486,7,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,percentile10,0.22952191159129143,7,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,percentile90,1.5801947951316837,7,6. Tidal river mouth,Tidal river mouths,NA
Wanganui River_Whanganui River,1000,percentile95,1.915706866979599,7,6. Tidal river mouth,Tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,valid_days_pc,24.267324020816215,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,var,0.14465096228335803,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,mean,0.5060130743642021,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,median,0.354462593793869,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,percentile5,0.19802851602435112,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,percentile10,0.2161530703306198,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,percentile90,1.031479001045227,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Washdyke Lagoon_Washdyke Creek,1000,percentile95,1.3080699145793915,5,2. Waituna-type lagoon,Non-tidal river mouths,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,valid_days_pc,16.406463982470555,6,9. Deep drowned valley,Fjords,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,var,0.34039110905464454,6,9. Deep drowned valley,Fjords,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,mean,0.7495112334174385,6,9. Deep drowned valley,Fjords,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,median,0.5612273812294006,6,9. Deep drowned valley,Fjords,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,percentile5,0.22936833649873734,6,9. Deep drowned valley,Fjords,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,percentile10,0.2615789771080017,6,9. Deep drowned valley,Fjords,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,percentile90,1.5203578472137451,6,9. Deep drowned valley,Fjords,NA
Wellington Harbour_Te Awa Kairangi/Hutt River,1000,percentile95,2.0107194662094123,6,9. Deep drowned valley,Fjords,NA
Whakatane River_Whakatane River,1000,valid_days_pc,0.3286770747740345,7,6. Tidal river mouth,Tidal river mouths,NA
Whakatane River_Whakatane River,1000,var,0.0033764822242625466,7,6. Tidal river mouth,Tidal river mouths,NA
Whakatane River_Whakatane River,1000,mean,0.2672082409262657,7,6. Tidal river mouth,Tidal river mouths,NA
Whakatane River_Whakatane River,1000,median,0.2912844568490982,7,6. Tidal river mouth,Tidal river mouths,NA
Whakatane River_Whakatane River,1000,percentile5,0.17807546481490136,7,6. Tidal river mouth,Tidal river mouths,NA
Whakatane River_Whakatane River,1000,percentile10,0.19687623381614686,7,6. Tidal river mouth,Tidal river mouths,NA
Whakatane River_Whakatane River,1000,percentile90,0.32157155871391296,7,6. Tidal river mouth,Tidal river mouths,NA
Whakatane River_Whakatane River,1000,percentile95,0.3284404933452606,7,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,valid_days_pc,24.51383182689674,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,var,0.18593161186636367,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,mean,0.5487371701435004,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,median,0.38545313477516174,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,percentile5,0.1735485091805458,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,percentile10,0.2014368087053299,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,percentile90,1.1556353330612186,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaehu River_Whangaehu River,1000,percentile95,1.423070216178894,6,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,valid_days_pc,15.310873733223774,5,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,var,0.09407205330143047,5,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,mean,0.2956212315515137,5,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,median,0.2130764126777649,5,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,percentile5,0.10091182515025138,5,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,percentile10,0.11978220343589784,5,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,percentile90,0.5056508779525757,5,6. Tidal river mouth,Tidal river mouths,NA
Whangaparaoa River_Whangaparaoa River,1000,percentile95,0.9012439996004108,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,valid_days_pc,19.830183511366748,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,var,0.08452465988927683,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,mean,0.32395580385230194,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,median,0.22190671414136887,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,percentile5,0.13741797357797622,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,percentile10,0.15084306821227073,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,percentile90,0.6295880198478699,5,6. Tidal river mouth,Tidal river mouths,NA
Whareama River_Whareama River,1000,percentile95,1.0024217605590822,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,valid_days_pc,16.516023007395233,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,var,0.07070310360567338,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,mean,0.24848800529393786,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,median,0.17844848334789276,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,percentile5,0.11337088122963906,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,percentile10,0.12840038537979126,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,percentile90,0.3384128689765933,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekahika River_Wharekahika River,1000,percentile95,0.6343974947929379,5,6. Tidal river mouth,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,valid_days_pc,1.1229800054779513,5,7. Tidal lagoon,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,var,0.005495570900736402,5,7. Tidal lagoon,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,mean,0.14890529678725614,5,7. Tidal lagoon,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,median,0.13156266510486603,5,7. Tidal lagoon,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,percentile5,0.06112904846668243,5,7. Tidal lagoon,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,percentile10,0.0846395492553711,5,7. Tidal lagoon,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,percentile90,0.26264387369155884,5,7. Tidal lagoon,Tidal river mouths,NA
Wharekawa Harbour_Wharekawa River,1000,percentile95,0.28851068019866943,5,7. Tidal lagoon,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,valid_days_pc,33.333333333333336,6,6. Tidal river mouth,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,var,0.14063968912831282,6,6. Tidal river mouth,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,mean,0.5463519103353691,6,6. Tidal river mouth,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,median,0.4000408053398132,6,6. Tidal river mouth,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,percentile5,0.18319082558155061,6,6. Tidal river mouth,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,percentile10,0.20486245453357696,6,6. Tidal river mouth,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,percentile90,1.1046036481857306,6,6. Tidal river mouth,Tidal river mouths,NA
Whataroa River_Whataroa River,1000,percentile95,1.3009076118469238,6,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,valid_days_pc,16.598192276088742,5,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,var,0.18935817763150897,5,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,mean,0.6558635137704732,5,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,median,0.5045553147792816,5,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,percentile5,0.20947209000587463,5,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,percentile10,0.2419150471687317,5,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,percentile90,1.286723107099533,5,6. Tidal river mouth,Tidal river mouths,NA
Whenuakura River_Whenuakura River,1000,percentile95,1.507316529750824,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,valid_days_pc,25.609422076143524,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,var,0.08082524228868339,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,mean,0.2905766007654807,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,median,0.20049460232257843,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,percentile5,0.13502415120601655,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,percentile10,0.14585622549057006,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,percentile90,0.5377203106880191,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Awatere River (Gisborne),1000,percentile95,0.8603785187005989,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Esk River,1000,valid_days_pc,27.280197206244864,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Esk River,1000,var,0.0609775978881803,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Esk River,1000,mean,0.2828631554561925,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Esk River,1000,median,0.20913773775100708,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Esk River,1000,percentile5,0.11428573727607728,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Esk River,1000,percentile10,0.12968887388706207,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Esk River,1000,percentile90,0.4964149743318558,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Esk River,1000,percentile95,0.7268516570329666,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Hapuku River,1000,valid_days_pc,32.3746918652424,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hapuku River,1000,var,0.0739553934226403,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hapuku River,1000,mean,0.2896361770596853,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hapuku River,1000,median,0.18906576186418533,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hapuku River,1000,percentile5,0.12238431721925735,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hapuku River,1000,percentile10,0.13474420458078384,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hapuku River,1000,percentile90,0.6172841012477878,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hapuku River,1000,percentile95,0.9508807957172396,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Hinds River,1000,valid_days_pc,30.375239660367022,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Hinds River,1000,var,0.20917098941828516,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Hinds River,1000,mean,0.6535199100942737,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Hinds River,1000,median,0.4818163216114044,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Hinds River,1000,percentile5,0.19824291467666624,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Hinds River,1000,percentile10,0.22318501770496368,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Hinds River,1000,percentile90,1.3345505237579345,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Hinds River,1000,percentile95,1.555924034118652,6,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,valid_days_pc,31.08737332237743,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,var,0.062432589405781384,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,mean,0.258032238788673,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,median,0.18628530204296112,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,percentile5,0.1136248592287302,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,percentile10,0.12560710310935974,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,percentile90,0.4108600139617921,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kahutara River,1000,percentile95,0.7189997851848602,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Kaikokopu Stream,1000,valid_days_pc,19.254998630512187,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaikokopu Stream,1000,var,0.13275317004216639,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaikokopu Stream,1000,mean,0.43910616707814537,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaikokopu Stream,1000,median,0.31545327603816986,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaikokopu Stream,1000,percentile5,0.1467631921172142,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaikokopu Stream,1000,percentile10,0.17471438646316528,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaikokopu Stream,1000,percentile90,0.8659937202930452,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaikokopu Stream,1000,percentile95,1.1802475929260252,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Kaituna River (Marlborough),1000,valid_days_pc,0.027389756231169543,5,9. Deep drowned valley,Fjords,NA
no-match_Kaituna River (Marlborough),1000,var,NA,5,9. Deep drowned valley,Fjords,NA
no-match_Kaituna River (Marlborough),1000,mean,0.8472716808319092,5,9. Deep drowned valley,Fjords,NA
no-match_Kaituna River (Marlborough),1000,median,0.8472716808319092,5,9. Deep drowned valley,Fjords,NA
no-match_Kaituna River (Marlborough),1000,percentile5,0.8472716808319092,5,9. Deep drowned valley,Fjords,NA
no-match_Kaituna River (Marlborough),1000,percentile10,0.8472716808319092,5,9. Deep drowned valley,Fjords,NA
no-match_Kaituna River (Marlborough),1000,percentile90,0.8472716808319092,5,9. Deep drowned valley,Fjords,NA
no-match_Kaituna River (Marlborough),1000,percentile95,0.8472716808319092,5,9. Deep drowned valley,Fjords,NA
no-match_Kowai River,1000,valid_days_pc,28.18405916187346,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Kowai River,1000,var,0.11184682030876336,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Kowai River,1000,mean,0.38793079992005036,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Kowai River,1000,median,0.2686539888381958,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Kowai River,1000,percentile5,0.15475248098373415,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Kowai River,1000,percentile10,0.16898963451385499,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Kowai River,1000,percentile90,0.7776886224746705,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Kowai River,1000,percentile95,1.0115380764007567,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Landon Creek,1000,valid_days_pc,27.033689400164338,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Landon Creek,1000,var,0.08102145129118002,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Landon Creek,1000,mean,0.3396366854342646,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Landon Creek,1000,median,0.23209114372730255,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Landon Creek,1000,percentile5,0.1354711651802063,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Landon Creek,1000,percentile10,0.14895037710666656,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Landon Creek,1000,percentile90,0.7317447781562803,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Landon Creek,1000,percentile95,1.0340867578983306,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,valid_days_pc,31.22432210353328,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,var,0.2109550986962004,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,mean,0.6409256190976553,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,median,0.470577135682106,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,percentile5,0.19170251414179798,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,percentile10,0.2156630590558052,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,percentile90,1.3217187285423282,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Longbeach Stream,1000,percentile95,1.553294989466667,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Motunau River,1000,valid_days_pc,38.78389482333607,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Motunau River,1000,var,0.12014864303738354,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Motunau River,1000,mean,0.44761468473779786,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Motunau River,1000,median,0.2973907142877579,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Motunau River,1000,percentile5,0.1658121570944786,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Motunau River,1000,percentile10,0.18061336874961853,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Motunau River,1000,percentile90,0.9937798976898193,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Motunau River,1000,percentile95,1.251474380493164,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Opoho Stream,1000,valid_days_pc,34.67543138866064,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Opoho Stream,1000,var,0.0846673972505192,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Opoho Stream,1000,mean,0.32226577359670994,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Opoho Stream,1000,median,0.22524743899703026,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Opoho Stream,1000,percentile5,0.10903696622699499,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Opoho Stream,1000,percentile10,0.12420090660452844,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Opoho Stream,1000,percentile90,0.6623745113611221,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Opoho Stream,1000,percentile95,0.9788777306675912,5,3. Hāpua-type lagoon,Non-tidal river mouths,NA
no-match_Orari River,1000,valid_days_pc,29.005751848808547,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orari River,1000,var,0.18647416302650185,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orari River,1000,mean,0.5554436522767271,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orari River,1000,median,0.3611807525157929,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orari River,1000,percentile5,0.19427774772047998,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orari River,1000,percentile10,0.21271622478961943,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orari River,1000,percentile90,1.2093165874481202,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orari River,1000,percentile95,1.4535483360290526,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Orutua River,1000,valid_days_pc,26.458504519309777,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Orutua River,1000,var,0.060885928361100856,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Orutua River,1000,mean,0.2629464368989564,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Orutua River,1000,median,0.1839965358376503,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Orutua River,1000,percentile5,0.1309843473136425,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Orutua River,1000,percentile10,0.14175186306238174,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Orutua River,1000,percentile90,0.43737340718507767,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Orutua River,1000,percentile95,0.8458219617605209,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,valid_days_pc,18.159408381265408,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,var,0.15183122624375125,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,mean,0.5693179360994027,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,median,0.4446370303630829,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,percentile5,0.18617306500673292,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,percentile10,0.21636948585510254,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,percentile90,1.1574651479721072,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Rowallan Burn,1000,percentile95,1.3667542695999144,5,6. Tidal river mouth,Tidal river mouths,NA
no-match_Te Hoiere/Pelorus River,1000,valid_days_pc,0.027389756231169543,6,9. Deep drowned valley,Fjords,NA
no-match_Te Hoiere/Pelorus River,1000,var,NA,6,9. Deep drowned valley,Fjords,NA
no-match_Te Hoiere/Pelorus River,1000,mean,0.8472716808319092,6,9. Deep drowned valley,Fjords,NA
no-match_Te Hoiere/Pelorus River,1000,median,0.8472716808319092,6,9. Deep drowned valley,Fjords,NA
no-match_Te Hoiere/Pelorus River,1000,percentile5,0.8472716808319092,6,9. Deep drowned valley,Fjords,NA
no-match_Te Hoiere/Pelorus River,1000,percentile10,0.8472716808319092,6,9. Deep drowned valley,Fjords,NA
no-match_Te Hoiere/Pelorus River,1000,percentile90,0.8472716808319092,6,9. Deep drowned valley,Fjords,NA
no-match_Te Hoiere/Pelorus River,1000,percentile95,0.8472716808319092,6,9. Deep drowned valley,Fjords,NA
no-match_Waianakarua River,1000,valid_days_pc,19.09066009312517,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waianakarua River,1000,var,0.06060684790750983,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waianakarua River,1000,mean,0.313503937843861,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waianakarua River,1000,median,0.24403473734855652,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waianakarua River,1000,percentile5,0.13347437977790833,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waianakarua River,1000,percentile10,0.1530048668384552,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waianakarua River,1000,percentile90,0.532084059715271,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waianakarua River,1000,percentile95,0.8083931744098662,5,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,valid_days_pc,15.721720076691318,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,var,0.19251242875886537,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,mean,0.6476712098494432,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,median,0.523505337536335,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,percentile5,0.18940701074898245,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,percentile10,0.2440385565161705,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,percentile90,1.2184105277061466,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Waimatuku Stream,1000,percentile95,1.5395189195871355,5,4. Beach stream,Non-tidal river mouths,NA
no-match_Wairaurahiri River,1000,valid_days_pc,22.18570254724733,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Wairaurahiri River,1000,var,0.0445824763786966,6,5. Freshwater river mouth,Non-tidal river mouths,NA
no-match_Wairaurahiri River,1000,mean,0.24206830183113062,6,5. Freshwater river mouth,Non-tidal river mouths,NA
